Accession,Title,Automated_Decision,Automated_Score,Automated_Reason,Final_Decision,Final_Reason,Decision_Source,Stage1_Pass,Scope_Category,Skin_Terms,Aging_Terms,Sample_Terms,Age_Contrast_Terms,Intervention_Terms,Incidental_Signals,Off_Topic_Signals,Central_Sentences,Submission_Date,GEO_Link
GSE299177,Unique sequence features define epigenetic longevity of inflammatory memory [ATAC-seq],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin; epidermis; skin_stem_cell,,,,,,,0,2026/03/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE299177
GSE299178,Unique sequence features define epigenetic longevity of inflammatory memory [CUT&Run],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin; epidermis; skin_stem_cell,,,,,,,0,2026/03/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE299178
GSE299457,Unique sequence features define epigenetic longevity of inflammatory memory [scRNA-seq],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin; epidermis; skin_stem_cell,,,,,,,0,2026/03/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE299457
GSE299606,Unique sequence features define epigenetic longevity of inflammatory memory [Bisulfite-Seq],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin; epidermis; skin_stem_cell,,,,,,,0,2026/03/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE299606
GSE300003,Unique sequence features define epigenetic longevity of inflammatory memory [ChIP-Seq],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin; epidermis; skin_stem_cell,,,,,,,0,2026/03/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300003
GSE300005,Unique sequence features define epigenetic longevity of inflammatory memory [RNA-seq],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin; epidermis; skin_stem_cell,,,,,,,0,2026/03/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300005
GSE300230,Age-related gene expression alteration responding to mechanical force and TGFβ signaling,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,age_related; aging_generic; young_vs_old; rejuvenation,,,,,,0,2026/03/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300230
GSE311942,Transcriptome profiling of human dermal fibroblasts transfected with tRF-34 mimics or negative control under UVA1 exposure,include,13,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,dermis; dermal_fibroblast,senescence,dermal_sample; hdf,photoaging_model,,,,0,2026/03/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE311942
GSE291875,MicroRNA Profiles of Human Follicular Fluid Extracellular Vesicles Reveal Stress Response Pathways and Role in Ovarian Aging,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,age_related; aging_generic; aged; young_vs_old,,,,,reproductive,0,2026/03/12,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE291875
GSE308958,Comparative Analysis of Oral and Skin Keratinocytes Responses to Oxidative Stress,exclude,4,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; keratinocyte,skin_aging; aging_generic,,,,,,0,2026/03/12,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE308958
GSE314817,"Multi-tissue, multi-time-point transcriptomic atlas of aging in mice and rats [mouse]",exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,age_related; aging_generic,,,,,,0,2026/03/05,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE314817
GSE317488,Mechanisms of the antiproliferative effects of SIRT6 inhibition in melanoma: A multi-omics analysis,exclude,-3,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,exclude,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,two_stage_rule,True,intrinsic_skin_aging,skin,senescence,,,,,cancer,0,2026/03/04,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE317488
GSE318337,Mechanisms of the antiproliferative effects of SIRT6 inhibition in melanoma: A multi-omics analysis [RNA-Seq A375],exclude,-3,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,exclude,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,two_stage_rule,True,intrinsic_skin_aging,skin,senescence,,,,,cancer,0,2026/03/04,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE318337
GSE307377,Bulk RNA-seq analysis of primary human dermal fibroblasts from young and aged donors,include,16,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,intrinsic_skin_aging,dermis; dermal_fibroblast,age_related; aging_generic; aged; young_vs_old,dermal_sample,young_vs_old,,,,1,2026/03/02,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307377
GSE320415,"Paeonia delavayi seed oil alleviates UVB-induced inflammation, oxidative stress and photoaging in keratinocytes through inhibition of PI3K/Akt/mTOR and NF-κB signaling pathways",include,12,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,photoaging,skin; epidermis; keratinocyte,photoaging; senescence,keratinocyte_sample,photoaging_model,,,,1,2026/02/27,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE320415
GSE208730,"RNA sequencing of slow-and fast-cycling epidermal stem cells vs hair follicle stem cells in murine back skin, tail skin vs oral epithelium",exclude,11,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin; epidermis; skin_stem_cell; skin_appendage,,skin_direct; epidermal_sample; skin_appendage_sample,,,,oral_mucosa,0,2026/02/16,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE208730
GSE307575,A covalent fragment screen identifies ferroptosis induced by GPX4 inhibition as a vulnerability of senescent cells,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2026/02/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE307575
GSE289113,Synergistic Effects of Retinol and Retinyl Palmitate in Alleviating UVB-Induced DNA Damage and Promoting the Homologous Recombination Repair in Keratinocytes,exclude,5,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; keratinocyte,skin_aging; aging_generic,keratinocyte_sample,,,,,0,2026/02/07,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE289113
GSE231658,Convergence of aging- and rejuvenation-related epigenetic alterations on PRC2 targets [WGBS],include,12,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,rejuvenation_intervention,skin; epidermis,aging_generic; young_vs_old; rejuvenation,skin_direct; epidermal_sample,,,,,1,2026/02/02,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE231658
GSE288574,Convergence of aging- and rejuvenation-related epigenetic alterations on PRC2 targets [ChIP-Seq],include,12,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,rejuvenation_intervention,skin; epidermis,aging_generic; young_vs_old; rejuvenation,skin_direct,young_vs_old,,,,1,2026/02/02,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE288574
GSE289856,Convergence of aging- and rejuvenation-related epigenetic alterations on PRC2 targets,exclude,4,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,rejuvenation_intervention,,aging_generic; rejuvenation,,,,,,0,2026/02/02,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE289856
GSE286918,Metabolic reprogramming and ferroptosis occurring in granulosa cells from patients with diminished ovarian reserve,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,reproductive,0,2026/02/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE286918
GSE317288,Increased stiffness mimicking ovarian aging induces a fibroinflammatory response in follicles and impairs oocyte quality,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; young_vs_old,,,,,reproductive,0,2026/01/27,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE317288
GSE314473,Non-viral in situ gene editing effectively and safely rescues congenital ichthyosis-causing mutations in human skin,exclude,10,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin,,skin_direct; skin_tissue; keratinocyte_sample,,,,,0,2026/01/26,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE314473
GSE288033,Functional dissection of ovarian aging-associated genes NDUFS5 and UBE2L3 through integrated genomic analyses and validation,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,reproductive,0,2026/01/23,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE288033
GSE304036,Non-invasive epidermis sampling for DNA methylation-based prediction of skin cancer phenotypes,exclude,5,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,intrinsic_skin_aging,skin; epidermis; keratinocyte,skin_aging; aging_generic,,,,,cancer,2,2026/01/22,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE304036
GSE297990,High p16⁺ senescence load confers increased responsiveness to senolytic therapy in aged female mice,exclude,8,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,exclude,SuperSeries 的实际子研究指向非皮肤细胞，皮肤老化仅为背景,two_stage_rule,True,rejuvenation_intervention,skin,age_related; aging_generic; aged; senescence; rejuvenation,,,anti_aging_intervention,,,0,2026/01/21,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE297990
GSE294119,Study on the Effects of Retinoids on UVR-Induced Skin Photoaging [scRNA-seq],include,14,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,photoaging,skin,photoaging; aging_generic,skin_direct,photoaging_model,anti_aging_intervention,,,1,2026/01/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294119
GSE294120,Study on the Effects of Retinoids on UVR-Induced Skin Photoaging [Spatial Transcriptomics],include,14,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,photoaging,skin,photoaging; aging_generic,skin_direct,photoaging_model,anti_aging_intervention,,,1,2026/01/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294120
GSE294121,Study on the Effects of Retinoids on UVR-Induced Skin Photoaging [RNA-seq],include,14,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,photoaging,skin; dermis; dermal_fibroblast,photoaging; aging_generic,dermal_sample,photoaging_model,anti_aging_intervention,,,1,2026/01/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE294121
GSE290088,"Evolutionarily divergent transcriptomic programs in ovarian folliculogenesis across mice, monkeys and humans [Mouse]",exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,reproductive,0,2026/01/19,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE290088
GSE312362,"Decreased S100A7 expression is linked to altered differentiation-, autophagy- and senescence-related programs during skin aging",include,18,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,cellular_senescence,skin; epidermis; keratinocyte,skin_aging; aging_generic; aged; young_vs_old; senescence,keratinocyte_sample,young_vs_old,,,,2,2026/01/18,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE312362
GSE223225,Identification and characterization of functional long noncoding RNAs in human fibroblast aging,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; senescence,,,,,,0,2026/01/17,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE223225
GSE302754,Transcriptome analysis of Mus musculus skin from experimental studies on grape seed extract NSPCC1 intervention in skin aging,include,13,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,intrinsic_skin_aging,skin,skin_aging; photoaging; aging_generic,skin_direct,,,,,2,2026/01/12,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302754
GSE238259,Akr1b7 functions as a master regulator in ovarian aging [RNA-seq],exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; aged; young_vs_old,,,,,reproductive,0,2026/01/06,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE238259
GSE238260,Akr1b7 functions as a master regulator in ovarian aging [superSAGE],exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; aged; young_vs_old,,,,,reproductive,0,2026/01/06,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE238260
GSE158473,Exposure to di(2-ethylhexyl) phthalate and diisononyl phthalate during adulthood disrupts hormones and ovarian folliculogenesis throughout the prime reproductive life of the female mouse.,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aged,,,,,reproductive,0,2026/01/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158473
GSE134533,Transcriptomic analysis and identification of paracrine factors responsible for protective effects of keratinocytes on UVB-mediated melanocyte responses,exclude,12,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,intrinsic_skin_aging,skin; cutaneous; epidermis; dermis; dermal_fibroblast; keratinocyte; melanocyte,photoaging,dermal_sample; hdf; keratinocyte_sample,,,,,0,2025/12/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE134533
