Accession,Title,Automated_Decision,Automated_Score,Automated_Reason,Final_Decision,Final_Reason,Decision_Source,Stage1_Pass,Scope_Category,Skin_Terms,Aging_Terms,Sample_Terms,Age_Contrast_Terms,Intervention_Terms,Incidental_Signals,Off_Topic_Signals,Central_Sentences,Submission_Date,GEO_Link
GSE297560,Space radiation induces distinct senescent phenotypes: Implications for space travel [bulk RNA-Seq],include,8,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,cellular_senescence,dermis; dermal_fibroblast,senescence,dermal_sample; hdf,,,,,0,2025/12/09,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE297560
GSE267091,Ageing-induced cell type-specific transcriptomic changes in the skin are associated with abnormal early healing responses to injury,include,17,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,aged_skin_repair,skin; keratinocyte,aged_skin; aging_generic; aged; young_vs_old,skin_direct; keratinocyte_sample,young_vs_old,,,,3,2025/12/03,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267091
GSE282307,Deregulated miRNAs in Hutchinson-Gilford Progeria Syndrome: Unraveling the Link of miRNAs to normal and premature aging.,exclude,1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,age_related; aging_generic; premature_aging,,,,,systemic_premature_aging,0,2025/12/02,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282307
GSE300050,Unique sequence features define epigenetic longevity of inflammatory memory,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,,,,,,,0,2025/12/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE300050
GSE301537,Unique sequence features define epigenetic longevity of inflammatory memory [scATAC-seq],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin; epidermis; skin_stem_cell,,,,,,,0,2025/12/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE301537
GSE302943,UVA irradiation promotes ROS-mediated formation of the common deletion in mitochondrial DNA,include,6,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,photoaging,skin; epidermis; dermis,photoaging; aging_generic; premature_aging,bj5ta,photoaging_model,,,,0,2025/11/30,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE302943
GSE310833,Beta vulgaris-Derived Exosome-like Nanovesicles Mitigate Photoaging by Attenuating Oxidative Stress and Promoting Collagen Biosynthesis Abstract,include,8,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,photoaging,skin; epidermis; dermis; keratinocyte,photoaging,keratinocyte_sample,photoaging_model,,,,0,2025/11/25,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE310833
GSE310020,TGFα is Required for Hair Follicle Function During Aging and its Loss Leads to Progressive Alopecia,include,7,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,skin_appendage_aging,skin; epidermis; skin_appendage,aging_generic,skin_direct,,,,,0,2025/11/21,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE310020
GSE280542,NNMT overexpression promotes tubular senescence and fibrosis in human chronic kidney disease (NNMT inhibition in TEC cells) [Series_1],exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,renal,0,2025/11/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE280542
GSE280551,NNMT overexpression promotes tubular senescence and fibrosis in human chronic kidney disease (NAM and SAM supplementation in TEC cells) [Series_2],exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,renal,0,2025/11/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE280551
GSE280552,NNMT overexpression promotes tubular senescence and fibrosis in human chronic kidney disease (Nnmt overexpressing TEC cells) [Series_3],exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,renal,0,2025/11/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE280552
GSE280554,NNMT promotes tubular senescence and fibrosis in chronic kidney disease,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,renal,0,2025/11/20,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE280554
GSE306264,Transcriptional profiling of Hutchinson-Gilford Progeria patients identifies primary target pathways of the disease-causing progerin protein,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic; premature_aging,,,,,systemic_premature_aging,0,2025/11/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE306264
GSE303777,Single-cell RNA-seq of nevus-derived melanocytes and matching perilesional skin melanocytes,exclude,4,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,skin; melanocyte,,melanocyte_sample,,,,cancer,0,2025/11/03,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE303777
GSE288952,KROX20-Notch1 Network Transcriptionally Regulates Meibomian Gland Stem Cells for Its Development and Homeostasis,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,,0,2025/11/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE288952
GSE289069,KROX20-Notch1 Network Transcriptionally Regulates Meibomian Gland Stem Cells for Its Development and Homeostasis [ChIP-Seq],exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,,0,2025/11/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE289069
GSE215878,Effect of removal the skin macrophage on gene expression during aging,include,6,标题明确以皮肤老化为研究主问题，实验设计未发现相反证据,include,标题明确以皮肤老化为研究主问题，实验设计未发现相反证据,two_stage_rule,True,intrinsic_skin_aging,skin; dermis,aging_generic,,,,,,1,2025/10/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE215878
GSE279012,H2AK119ub dynamics controls hair follicle stem cell quiescence [RNA-Seq 1],exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,skin_appendage_aging,skin; keratinocyte; skin_appendage,,skin_appendage_sample,,,,,0,2025/10/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE279012
GSE279013,H2AK119ub dynamics controls hair follicle stem cell quiescence [RNA-Seq 2],exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,skin_appendage_aging,skin; keratinocyte; skin_appendage,,skin_appendage_sample,,,,,0,2025/10/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE279013
GSE279014,H2AK119ub dynamics controls hair follicle stem cell quiescence [CUT&Seq],exclude,5,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,skin_appendage_aging,skin; keratinocyte; skin_appendage,,skin_appendage_sample,,,,,0,2025/10/13,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE279014
GSE138249,VEGF-mediated signaling is required and sufficient for the rejuvenation of aged human skin in vivo,include,16,明确包含皮肤样本，并设置年龄、衰老或光老化对照,include,明确包含皮肤样本，并设置年龄、衰老或光老化对照,two_stage_rule,True,rejuvenation_intervention,skin; epidermis,aged_skin; aging_generic; aged; young_vs_old; rejuvenation,skin_direct,young_vs_old,,,,1,2025/09/26,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE138249
GSE306748,Safety and Regenerative Properties of Immortalized Human Mesenchymal Stromal Cell Secretome,exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,,0,2025/08/28,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE306748
GSE276193,Integrative Single-Cell Analysis Reveals Iron Overload-Induced Senescence and Metabolic Reprogramming in Ovarian Endometriosis-Associated Infertility,exclude,-1,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,aging_generic; senescence,,,,,reproductive,0,2025/08/27,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE276193
GSE305068,scRNA-seq Analysis of Dmp1cre-DTAki/wt and wt skin,include,12,摘要将皮肤老化作为组学实验的直接研究问题,include,摘要将皮肤老化作为组学实验的直接研究问题,two_stage_rule,True,intrinsic_skin_aging,skin,skin_aging; aging_generic,skin_direct; skin_tissue,,,,,2,2025/08/15,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE305068
GSE297233,Prevalent mesenchymal drift in aging and disease is reversed by partial reprogramming [RNA-seq],exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,rejuvenation_intervention,,age_related; aging_generic; rejuvenation,,,,,,0,2025/08/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE297233
GSE297234,Prevalent mesenchymal drift in aging and disease is reversed by partial reprogramming [scRNA-seq],exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,rejuvenation_intervention,,age_related; aging_generic; rejuvenation,,,,,,0,2025/08/14,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE297234
GSE241457,NR4a knock-down in HER2 CAR-T cells improves T cell longevity and promotes solid tumor eradication [scRNA-Seq],exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,epidermis,,,,,,cancer,0,2025/08/01,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241457
GSE282407,hnRNPL modulates synapsis gene and mTOR splicing to influence primordial follicle formation and activation,exclude,-3,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,intrinsic_skin_aging,,aging_generic,,,,,reproductive,0,2025/07/31,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE282407
GSE272762,Caulerpin alleviates cyclophosphamide -induced ovarian dysfunction by modulating macrophage-associated granulosa cells senescence in breast cancer,exclude,-4,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,cancer; reproductive,0,2025/07/27,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272762
GSE158611,Antagonistic stem cell fates under stress govern decisions between hair greying and melanoma [array],exclude,2,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,cellular_senescence,melanocyte; skin_appendage,skin_appendage_aging_phenotype; aging_generic; senescence,skin_appendage_sample,,,,cancer,0,2025/07/07,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158611
GSE230785,"Transcriptomic Profiling of SARS-CoV-2 Spike Protein S1 Subunit Mediated Changes in Human Vascular -Pericytes, -Endothelial cells (ECs), -Smooth Muscle Cells and Lymphatic ECs: Evidence for Differential Gene Regulation",exclude,0,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,senescence,,,,,,0,2025/07/07,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE230785
GSE248614,Antagonistic stem cell fates under stress govern decisions between hair greying and melanoma [RNA-seq],exclude,5,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,cellular_senescence,skin; melanocyte; skin_appendage,skin_appendage_aging_phenotype; age_related; aging_generic; aged; young_vs_old; senescence,skin_appendage_sample,young_vs_old,,,cancer,0,2025/07/07,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE248614
GSE252031,Antagonistic stem cell fates under stress govern decisions between hair greying and melanoma [scRNA-Seq],exclude,5,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,exclude,研究核心为肿瘤，缺少皮肤老化样本与年龄对照的共同证据,two_stage_rule,True,cellular_senescence,skin; melanocyte,skin_appendage_aging_phenotype; aging_generic; young_vs_old; senescence,melanocyte_sample,young_vs_old,,,cancer,0,2025/07/07,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE252031
GSE297406,Unveiling Aging Heterogeneities in Human Dermal Fibroblasts via Nanosensor Chemical Cytometry,include,14,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,include,标题明确以老化/细胞衰老为主题，Overall Design 验证了皮肤来源样本,two_stage_rule,True,intrinsic_skin_aging,dermis; dermal_fibroblast,aging_generic,dermal_sample; hdf,,,,,1,2025/06/19,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE297406
GSE297984,Chemical reprogramming ameliorates cellular hallmarks of aging and extends lifespan,exclude,2,第一阶段未同时发现皮肤对象和老化概念,exclude,第一阶段未同时发现皮肤对象和老化概念,two_stage_rule,False,cellular_senescence,,age_related; aging_generic; aged; senescence,,,,,,0,2025/06/10,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE297984
GSE298073,Targeting inflammatory macrophages with hyaluronan tetrasaccharide: effects on fibroblast collagen degradation and synthesis [1],exclude,2,同时命中皮肤和老化词，但缺少主研究问题与样本证据,exclude,同时命中皮肤和老化词，但缺少主研究问题与样本证据,two_stage_rule,True,photoaging,skin; dermis; dermal_fibroblast,photoaging,,,,,,1,2025/06/05,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE298073
GSE298076,Targeting inflammatory macrophages with hyaluronan tetrasaccharide: effects on fibroblast collagen degradation and synthesis [2],include,5,摘要将皮肤老化作为组学实验的直接研究问题,include,摘要将皮肤老化作为组学实验的直接研究问题,two_stage_rule,True,photoaging,skin; dermis; dermal_fibroblast,photoaging,dermal_sample,,,,,1,2025/06/05,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE298076
